Date,Time,pH,NTU,Temperature(C)
20/04/2025,20:40:22,7.53,200,31.75
20/04/2025,20:40:23,7.54,200,31.75
20/04/2025,20:40:25,7.54,190,31.69
20/04/2025,20:40:26,7.54,190,31.75
20/04/2025,20:40:28,7.54,190,31.75
20/04/2025,20:40:30,7.53,190,31.75
20/04/2025,20:40:31,7.54,190,31.75
20/04/2025,20:40:33,7.54,190,31.75
20/04/2025,20:40:35,7.54,190,31.75
20/04/2025,20:40:36,7.53,190,31.69
20/04/2025,20:40:38,7.53,190,31.75
20/04/2025,20:40:39,7.53,190,31.75
20/04/2025,20:40:41,7.53,200,31.69
20/04/2025,20:40:43,7.54,200,31.75
20/04/2025,20:40:44,7.54,200,31.69
20/04/2025,20:40:46,7.54,200,31.75
20/04/2025,20:40:47,7.54,200,31.75
20/04/2025,20:40:49,7.54,200,31.75
20/04/2025,20:40:51,7.54,200,31.69
20/04/2025,20:40:52,7.54,200,31.69
20/04/2025,20:40:54,7.54,200,31.69
20/04/2025,20:40:55,7.54,190,31.75
20/04/2025,20:40:57,7.54,190,31.75
20/04/2025,20:40:59,7.53,190,31.69
20/04/2025,20:41:00,7.53,190,31.69
20/04/2025,20:41:02,7.54,190,31.69
20/04/2025,20:41:04,7.53,190,31.69
20/04/2025,20:41:05,7.54,200,31.75
20/04/2025,20:41:07,7.53,190,31.69
20/04/2025,20:41:08,7.53,190,31.75
20/04/2025,20:41:10,7.54,190,31.69
20/04/2025,20:41:12,7.53,190,31.69
20/04/2025,20:41:13,7.54,200,31.69
20/04/2025,20:41:15,7.53,200,31.69
20/04/2025,20:41:16,7.54,190,31.69
20/04/2025,20:41:18,7.53,190,31.69
20/04/2025,20:41:20,7.53,180,31.69
20/04/2025,20:41:21,7.54,190,31.69
20/04/2025,20:41:23,7.53,180,31.69
20/04/2025,20:41:25,7.53,180,31.69
20/04/2025,20:41:26,7.54,190,31.69
20/04/2025,20:41:28,7.54,190,31.69
20/04/2025,20:41:29,7.54,190,31.69
20/04/2025,20:41:31,7.54,180,31.69
20/04/2025,20:41:33,7.53,180,31.69
20/04/2025,20:41:34,7.54,190,31.69
20/04/2025,20:41:36,7.53,190,31.69
20/04/2025,20:41:37,7.54,190,31.69
20/04/2025,20:41:39,7.54,190,31.69
20/04/2025,20:41:41,7.54,190,31.62
20/04/2025,20:41:42,7.54,190,31.69
20/04/2025,20:41:44,7.53,200,31.69
20/04/2025,20:41:45,7.54,190,31.69
20/04/2025,20:41:47,7.54,190,31.69
20/04/2025,20:41:49,7.54,190,31.69
20/04/2025,20:41:50,7.54,190,31.69
20/04/2025,20:41:52,7.53,190,31.69
20/04/2025,20:41:54,7.53,190,31.69
20/04/2025,20:41:55,7.54,190,31.69
20/04/2025,20:41:57,7.53,190,31.69
20/04/2025,20:41:58,7.53,190,31.69
20/04/2025,20:42:00,7.54,190,31.69
20/04/2025,20:42:02,7.54,190,31.69
20/04/2025,20:42:03,7.54,190,31.69
20/04/2025,20:42:05,7.54,190,31.75
20/04/2025,20:42:06,7.54,190,31.69
20/04/2025,20:42:08,7.54,190,31.69
20/04/2025,20:42:10,7.54,190,31.69
20/04/2025,20:42:11,7.53,180,31.69
20/04/2025,20:42:13,7.54,180,31.69
20/04/2025,20:42:14,7.54,180,31.69
20/04/2025,20:42:16,7.54,190,31.69
20/04/2025,20:42:18,7.54,190,31.69
20/04/2025,20:42:19,7.54,190,31.69
20/04/2025,20:42:21,7.54,190,31.69
20/04/2025,20:42:23,7.54,200,31.69
20/04/2025,20:42:24,7.54,190,31.69
20/04/2025,20:42:26,7.53,190,31.69
20/04/2025,20:42:27,7.54,190,31.69
20/04/2025,20:42:29,7.54,190,31.69
20/04/2025,20:42:31,7.54,190,31.69
20/04/2025,20:42:32,7.54,180,31.69
20/04/2025,20:42:34,7.54,180,31.69
20/04/2025,20:42:35,7.54,180,31.69
20/04/2025,20:42:37,7.54,190,31.69
20/04/2025,20:42:39,7.54,190,31.69
20/04/2025,20:42:40,7.54,180,31.69
20/04/2025,20:42:42,7.54,180,31.69
20/04/2025,20:42:44,7.54,190,31.69
20/04/2025,20:42:45,7.54,190,31.69
20/04/2025,20:42:47,7.54,190,31.69
20/04/2025,20:42:48,7.54,180,31.69
20/04/2025,20:42:50,7.54,180,31.69
20/04/2025,20:42:52,7.54,180,31.69
20/04/2025,20:42:53,7.54,180,31.69
20/04/2025,20:42:55,7.54,180,31.69
20/04/2025,20:42:56,7.54,180,31.69
20/04/2025,20:42:58,7.54,180,31.69
20/04/2025,20:43:00,7.54,180,31.69
20/04/2025,20:43:01,7.54,180,31.62
20/04/2025,20:43:03,7.54,180,31.62
20/04/2025,20:43:04,7.54,180,31.69
20/04/2025,20:43:06,7.54,180,31.69
20/04/2025,20:43:08,7.54,180,31.62
20/04/2025,20:43:09,7.54,180,31.69
20/04/2025,20:43:11,7.53,180,31.69
20/04/2025,20:43:13,7.54,180,31.69
20/04/2025,20:43:14,7.54,180,31.69
20/04/2025,20:43:16,7.54,190,31.62
20/04/2025,20:43:17,7.54,190,31.69
20/04/2025,20:43:19,7.54,190,31.69
20/04/2025,20:43:21,7.54,180,31.62
20/04/2025,20:43:22,7.54,180,31.62
20/04/2025,20:43:24,7.54,180,31.62
20/04/2025,20:43:25,7.54,190,31.69
20/04/2025,20:43:27,7.54,180,31.69
20/04/2025,20:43:29,7.54,180,31.69
20/04/2025,20:43:30,7.54,180,31.62
20/04/2025,20:43:32,7.55,180,31.62
20/04/2025,20:43:33,7.54,180,31.69
20/04/2025,20:43:35,7.55,190,31.62
20/04/2025,20:43:37,7.55,180,31.62
20/04/2025,20:43:38,7.54,180,31.62
20/04/2025,20:43:40,7.55,180,31.62
20/04/2025,20:43:42,7.55,180,31.62
20/04/2025,20:43:43,7.55,180,31.62
20/04/2025,20:43:45,7.54,180,31.62
20/04/2025,20:43:46,7.55,180,31.62
20/04/2025,20:43:48,7.55,180,31.62
20/04/2025,20:43:50,7.55,180,31.62
20/04/2025,20:43:51,7.55,180,31.62
20/04/2025,20:43:53,7.55,180,31.62
20/04/2025,20:43:54,7.55,180,31.62
20/04/2025,20:43:56,7.54,180,31.62
20/04/2025,20:43:58,7.55,180,31.69
20/04/2025,20:43:59,7.55,180,31.62
20/04/2025,20:44:01,7.55,180,31.62
20/04/2025,20:44:03,7.56,180,31.62
20/04/2025,20:44:04,7.55,180,31.62
20/04/2025,20:44:06,7.55,180,31.62
20/04/2025,20:44:07,7.55,180,31.62
20/04/2025,20:44:09,7.55,180,31.62
20/04/2025,20:44:11,7.55,180,31.62
20/04/2025,20:44:12,7.56,180,31.62
20/04/2025,20:44:14,7.55,180,31.62
20/04/2025,20:44:15,7.55,180,31.62
20/04/2025,20:44:17,7.55,190,31.62
20/04/2025,20:44:19,7.55,180,31.62
20/04/2025,20:44:20,7.56,180,31.69
20/04/2025,20:44:22,7.55,180,31.62
20/04/2025,20:44:23,7.55,180,31.62
20/04/2025,20:44:25,7.56,180,31.62
20/04/2025,20:44:27,7.56,180,31.62
20/04/2025,20:44:28,7.56,180,31.62
20/04/2025,20:44:30,7.55,180,31.62
20/04/2025,20:44:32,7.56,180,31.56
20/04/2025,20:44:33,7.56,190,31.62
20/04/2025,20:44:35,7.56,180,31.62
20/04/2025,20:44:36,7.56,180,31.62
20/04/2025,20:44:38,7.56,180,31.69
20/04/2025,20:44:40,7.56,180,31.69
20/04/2025,20:44:41,7.56,170,31.62
20/04/2025,20:44:43,7.56,180,31.62
20/04/2025,20:44:44,7.56,180,31.62
20/04/2025,20:44:46,7.56,180,31.69
20/04/2025,20:44:48,7.56,180,31.62
20/04/2025,20:44:49,7.56,180,31.62
20/04/2025,20:44:51,7.56,180,31.69
20/04/2025,20:44:52,7.56,180,31.62
20/04/2025,20:44:54,7.56,180,31.62
20/04/2025,20:44:56,7.56,180,31.69
20/04/2025,20:44:57,7.56,180,31.62
20/04/2025,20:44:59,7.56,180,31.56
20/04/2025,20:45:01,7.57,180,31.62
20/04/2025,20:45:02,7.56,180,31.69
20/04/2025,20:45:04,7.57,180,31.62
20/04/2025,20:45:05,7.56,180,31.69
20/04/2025,20:45:07,7.57,180,31.69
20/04/2025,20:45:09,7.56,180,31.69
20/04/2025,20:45:10,7.56,180,31.69
20/04/2025,20:45:12,7.56,180,31.62
20/04/2025,20:45:13,7.56,180,31.62
20/04/2025,20:45:15,7.56,180,31.62
20/04/2025,20:45:17,7.57,180,31.69
20/04/2025,20:45:18,7.56,180,31.69
20/04/2025,20:45:20,7.57,170,31.69
20/04/2025,20:45:22,7.57,170,31.62
20/04/2025,20:45:23,7.56,180,31.62
20/04/2025,20:45:25,7.57,180,31.69
20/04/2025,20:45:26,7.57,180,31.69
20/04/2025,20:45:28,7.57,180,31.62
20/04/2025,20:45:30,7.57,180,31.69
20/04/2025,20:45:31,7.57,180,31.62
20/04/2025,20:45:33,7.57,180,31.62
20/04/2025,20:45:34,7.57,180,31.69
20/04/2025,20:45:36,7.57,180,31.69
20/04/2025,20:45:38,7.57,180,31.69
20/04/2025,20:45:39,7.57,180,31.62
20/04/2025,20:45:41,7.57,180,31.62
20/04/2025,20:45:42,7.57,180,31.62
20/04/2025,20:45:44,7.57,170,31.62
20/04/2025,20:45:46,7.57,180,31.69
20/04/2025,20:45:47,7.57,180,31.62
20/04/2025,20:45:49,7.57,180,31.69
20/04/2025,20:45:51,7.57,180,31.62
20/04/2025,20:45:52,7.57,180,31.62
20/04/2025,20:45:54,7.57,170,31.62
20/04/2025,20:45:55,7.57,170,31.69
20/04/2025,20:45:57,7.57,180,31.62
20/04/2025,20:45:59,7.57,180,31.62
20/04/2025,20:46:00,7.57,180,31.62
20/04/2025,20:46:02,7.57,180,31.62
20/04/2025,20:46:03,7.57,170,31.62
20/04/2025,20:46:05,7.57,170,31.62
20/04/2025,20:46:07,7.57,170,31.62
20/04/2025,20:46:08,7.57,180,31.62
20/04/2025,20:46:10,7.57,180,31.62
20/04/2025,20:46:11,7.57,180,31.62
20/04/2025,20:46:13,7.57,180,31.62
20/04/2025,20:46:15,7.57,180,31.62
20/04/2025,20:46:16,7.57,180,31.62
20/04/2025,20:46:18,7.57,180,31.56
20/04/2025,20:46:20,7.57,180,31.62
20/04/2025,20:46:21,7.57,180,31.62
20/04/2025,20:46:23,7.57,170,31.62
20/04/2025,20:46:24,7.57,170,31.62
20/04/2025,20:46:26,7.57,170,31.62
20/04/2025,20:46:28,7.57,180,31.62
20/04/2025,20:46:29,7.57,170,31.56
20/04/2025,20:46:31,7.57,180,31.62
20/04/2025,20:46:32,7.57,180,31.62
20/04/2025,20:46:34,7.57,180,31.62
20/04/2025,20:46:36,7.57,180,31.62
20/04/2025,20:46:37,7.57,180,31.62
20/04/2025,20:46:39,7.57,170,31.56
20/04/2025,20:46:40,7.57,170,31.62
20/04/2025,20:46:42,7.56,170,31.62
20/04/2025,20:46:44,7.57,170,31.62
20/04/2025,20:46:45,7.57,170,31.56
20/04/2025,20:46:47,7.57,170,31.56
20/04/2025,20:46:49,7.57,170,31.62
20/04/2025,20:46:50,7.57,170,31.62
20/04/2025,20:46:52,7.57,180,31.62
20/04/2025,20:46:53,7.57,180,31.62
20/04/2025,20:46:55,7.56,180,31.56
20/04/2025,20:46:57,7.57,180,31.56
20/04/2025,20:46:58,7.57,180,31.56
20/04/2025,20:47:00,7.56,170,31.56
20/04/2025,20:47:01,7.56,180,31.56
20/04/2025,20:47:03,7.57,170,31.62
20/04/2025,20:47:05,7.57,180,31.62
20/04/2025,20:47:06,7.57,180,31.62
20/04/2025,20:47:08,7.57,180,31.56
20/04/2025,20:47:10,7.57,180,31.56
20/04/2025,20:47:11,7.56,170,31.56
20/04/2025,20:47:13,7.57,170,31.62
20/04/2025,20:47:14,7.56,170,31.62
20/04/2025,20:47:16,7.57,180,31.62
20/04/2025,20:47:18,7.57,180,31.56
20/04/2025,20:47:19,7.57,180,31.56
20/04/2025,20:47:21,7.57,180,31.56
20/04/2025,20:47:22,7.57,180,31.56
20/04/2025,20:47:24,7.57,180,31.56
20/04/2025,20:47:26,7.57,170,31.62
20/04/2025,20:47:27,7.56,170,31.56
20/04/2025,20:47:29,7.57,170,31.56
20/04/2025,20:47:30,7.56,170,31.56
20/04/2025,20:47:32,7.56,170,31.56
20/04/2025,20:47:34,7.56,170,31.56
20/04/2025,20:47:35,7.56,170,31.56
20/04/2025,20:47:37,7.56,180,31.56
20/04/2025,20:47:39,7.56,170,31.56
20/04/2025,20:47:40,7.56,170,31.56
20/04/2025,20:47:42,7.56,170,31.56
20/04/2025,20:47:43,7.57,170,31.56
20/04/2025,20:47:45,7.56,170,31.62
20/04/2025,20:47:47,7.56,170,31.56
20/04/2025,20:47:48,7.57,180,31.56
20/04/2025,20:47:50,7.56,180,31.5
20/04/2025,20:47:51,7.57,170,31.56
20/04/2025,20:47:53,7.56,170,31.56
20/04/2025,20:47:55,7.56,170,31.56
20/04/2025,20:47:56,7.57,170,31.56
20/04/2025,20:47:58,7.57,180,31.62
20/04/2025,20:47:59,7.56,170,31.56
20/04/2025,20:48:01,7.56,170,31.56
20/04/2025,20:48:03,7.57,170,31.56
20/04/2025,20:48:04,7.57,170,31.56
20/04/2025,20:48:06,7.57,170,31.56
20/04/2025,20:48:08,7.57,170,31.56
20/04/2025,20:48:09,7.57,170,31.62
20/04/2025,20:48:11,7.57,170,31.56
20/04/2025,20:48:12,7.57,170,31.56
20/04/2025,20:48:14,7.57,170,31.62
20/04/2025,20:48:16,7.57,170,31.62
20/04/2025,20:48:17,7.57,170,31.56
20/04/2025,20:48:19,7.57,170,31.56
